key,default_value
docs_4_digsig_publisher,"Microsoft Corporation"
docs_4_group_0,"Default Group"
docs_4_file_version,"5.0.9600.17905 (winblue_ltsb.150615-0906)"
docs_4_company_name,"Microsoft Corporation"
docs_4_internal_name,"msiexec"
docs_4_md5,"2403EA62E45389F353E507A4EDA94F5D"
docs_4_product_name,"Windows Installer - Unicode"
docs_4_digsig_result_code,"0"
docs_4_timestamp,"2015-11-16T18:13:49.086Z"
docs_4_copied_mod_len,"65024"
docs_4_server_added_timestamp,"2015-11-16T18:13:49.086Z"
docs_4_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_4_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_4_original_filename,"msiexec.exe"
docs_4_cb_version,"510"
docs_4_os_type,"Windows"
docs_4_file_desc,"Windows\u00ae installer"
docs_4_last_seen,"2015-11-16T18:13:49.086Z"
docs_5_host_count,"1"
docs_5_digsig_result,"Signed"
docs_5_observed_filename_0,"c:\\windows\\system32\\taskeng.exe"
docs_5_product_version,"6.3.9600.18001"
docs_5_signed,"Signed"
docs_5_digsig_sign_time,"2015-08-01T17:09:00Z"
docs_5_is_executable_image,"True"
docs_5_orig_mod_len,"468992"
docs_5_is_64bit,"True"
docs_5_digsig_publisher,"Microsoft Corporation"
docs_5_group_0,"Default Group"
docs_5_file_version,"6.3.9600.18001 (winblue_ltsb.150731-0600)"
docs_5_company_name,"Microsoft Corporation"
docs_5_internal_name,"TaskEng"
docs_5_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_5_digsig_result_code,"0"
docs_5_timestamp,"2015-11-16T18:13:49.034Z"
docs_5_copied_mod_len,"468992"
docs_5_server_added_timestamp,"2015-11-16T18:13:49.034Z"
docs_5_md5,"A21AC8D41E63CF1AA24EBC165AE82C9A"
docs_5_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_5_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_5_original_filename,"taskeng.exe"
docs_5_cb_version,"510"
docs_5_os_type,"Windows"
docs_5_file_desc,"Task Scheduler Engine"
docs_5_last_seen,"2015-11-16T18:13:49.034Z"
docs_6_host_count,"1"
docs_6_digsig_result,"Signed"
docs_6_observed_filename_0,"c:\\windows\\system32\\sc.exe"
docs_6_product_version,"6.3.9600.16384"
docs_6_signed,"Signed"
docs_6_digsig_sign_time,"2014-11-08T08:03:00Z"
docs_6_is_executable_image,"True"
docs_6_orig_mod_len,"68608"
docs_6_is_64bit,"True"
docs_6_digsig_publisher,"Microsoft Corporation"
docs_6_group_0,"Default Group"
docs_6_file_version,"6.3.9600.16384 (winblue_rtm.130821-1623)"
docs_6_company_name,"Microsoft Corporation"
docs_6_internal_name,"sc.exe"
docs_6_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_6_digsig_result_code,"0"
docs_6_timestamp,"2015-11-16T18:13:49.033Z"
docs_6_copied_mod_len,"68608"
docs_6_server_added_timestamp,"2015-11-16T18:13:49.033Z"
docs_6_md5,"7AFDBA07926BE8AB1770CF59A35FF0B7"
docs_6_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_6_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_6_original_filename,"sc.exe.mui"
docs_6_cb_version,"510"
docs_6_os_type,"Windows"
docs_6_file_desc,"Service Control Manager Configuration Tool"
docs_6_last_seen,"2015-11-16T18:13:49.033Z"
docs_7_host_count,"1"
docs_7_digsig_result,"Signed"
docs_7_observed_filename_0,"c:\\windows\\system32\\cmd.exe"
docs_7_product_version,"6.3.9600.16384"
docs_7_signed,"Signed"
docs_7_digsig_sign_time,"2014-11-08T08:03:00Z"
docs_7_is_executable_image,"True"
docs_7_orig_mod_len,"357376"
docs_7_is_64bit,"True"
docs_7_digsig_publisher,"Microsoft Corporation"
docs_7_group_0,"Default Group"
docs_7_file_version,"6.3.9600.16384 (winblue_rtm.130821-1623)"
docs_7_company_name,"Microsoft Corporation"
docs_7_internal_name,"cmd"
docs_7_md5,"F5AE03DE0AD60F5B17B82F2CD68402FE"
docs_7_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_7_digsig_result_code,"0"
docs_7_timestamp,"2015-11-16T18:13:49.029Z"
docs_7_copied_mod_len,"357376"
docs_7_server_added_timestamp,"2015-11-16T18:13:49.029Z"
docs_7_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_7_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_7_original_filename,"Cmd.Exe.MUI"
docs_7_cb_version,"510"
docs_7_os_type,"Windows"
docs_7_file_desc,"Windows Command Processor"
docs_7_last_seen,"2015-11-16T18:13:49.029Z"
docs_8_host_count,"1"
docs_8_digsig_result,"Signed"
docs_8_observed_filename_0,"c:\\users\\administrator\\appdata\\local\\temp\\2\\procexp64.exe"
docs_8_product_version,"16.05"
docs_8_digsig_issuer,"Microsoft Code Signing PCA"
docs_8_signed,"Signed"
docs_8_digsig_sign_time,"2015-05-11T08:53:00Z"
docs_8_is_executable_image,"True"
docs_8_orig_mod_len,"1347216"
docs_8_is_64bit,"True"
docs_8_digsig_subject,"Microsoft Corporation"
docs_8_digsig_publisher,"Microsoft Corporation"
docs_8_group_0,"Default Group"
docs_8_file_version,"16.05"
docs_8_company_name,"Sysinternals - www.sysinternals.com"
docs_8_internal_name,"Process Explorer"
docs_8_md5,"445C3E95C8CB05403AEDAEC3BAAA3A1D"
docs_8_product_name,"Process Explorer"
docs_8_digsig_result_code,"0"
docs_8_timestamp,"2015-11-16T18:13:48.931Z"
docs_8_copied_mod_len,"1347216"
docs_8_server_added_timestamp,"2015-11-16T18:13:48.931Z"
docs_8_digsig_prog_name,"procexp"
docs_8_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_8_legal_copyright,"Copyright \u00a9 1998-2014 Mark Russinovich "
docs_8_original_filename,"Procexp.exe"
docs_8_cb_version,"510"
docs_8_os_type,"Windows"
docs_8_file_desc,"Sysinternals Process Explorer"
docs_8_last_seen,"2015-11-16T18:13:48.931Z"
docs_9_host_count,"1"
docs_9_digsig_result,"Signed"
docs_9_observed_filename_0,"c:\\users\\administrator\\downloads\\procexp.exe"
docs_9_product_version,"16.05"
docs_9_digsig_issuer,"Microsoft Code Signing PCA"
docs_9_signed,"Signed"
docs_9_digsig_sign_time,"2015-05-11T08:55:00Z"
docs_9_is_executable_image,"True"
docs_9_orig_mod_len,"2508432"
docs_9_is_64bit,"False"
docs_9_digsig_subject,"Microsoft Corporation"
docs_9_digsig_publisher,"Microsoft Corporation"
docs_9_group_0,"Default Group"
docs_9_file_version,"16.05"
docs_9_company_name,"Sysinternals - www.sysinternals.com"
docs_9_internal_name,"Process Explorer"
docs_9_md5,"9D8A4379868618F46677DBF2B94C800A"
docs_9_product_name,"Process Explorer"
docs_9_digsig_result_code,"0"
docs_9_timestamp,"2015-11-16T18:13:48.924Z"
docs_9_copied_mod_len,"2508432"
docs_9_server_added_timestamp,"2015-11-16T18:13:48.924Z"
docs_9_digsig_prog_name,"procexp"
docs_9_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_9_legal_copyright,"Copyright \u00a9 1998-2014 Mark Russinovich "
docs_9_original_filename,"Procexp.exe"
docs_9_cb_version,"510"
docs_9_os_type,"Windows"
docs_9_file_desc,"Sysinternals Process Explorer"
docs_9_last_seen,"2015-11-16T18:13:48.924Z"
docs_10_host_count,"1"
docs_10_digsig_result,"Signed"
docs_10_observed_filename_0,"c:\\windows\\syswow64\\wbem\\wmiprvse.exe"
docs_10_product_version,"6.3.9600.17415"
docs_10_signed,"Signed"
docs_10_digsig_sign_time,"2014-11-08T07:50:00Z"
docs_10_is_executable_image,"True"
docs_10_orig_mod_len,"418816"
docs_10_is_64bit,"False"
docs_10_digsig_publisher,"Microsoft Corporation"
docs_10_group_0,"Default Group"
docs_10_file_version,"6.3.9600.17415 (winblue_r4.141028-1500)"
docs_10_company_name,"Microsoft Corporation"
docs_10_internal_name,"Wmiprvse.exe"
docs_10_md5,"330C8CBD4343D04E72834B159D260E78"
docs_10_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_10_digsig_result_code,"0"
docs_10_timestamp,"2015-11-16T18:13:48.91Z"
docs_10_copied_mod_len,"418816"
docs_10_server_added_timestamp,"2015-11-16T18:13:48.91Z"
docs_10_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_10_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_10_original_filename,"Wmiprvse.exe"
docs_10_cb_version,"510"
docs_10_os_type,"Windows"
docs_10_file_desc,"WMI Provider Host"
docs_10_last_seen,"2015-11-16T18:13:48.91Z"
docs_11_host_count,"1"
docs_11_digsig_result,"Signed"
docs_11_observed_filename_0,"c:\\windows\\system32\\conhost.exe"
docs_11_product_version,"6.3.9600.16384"
docs_11_signed,"Signed"
docs_11_digsig_sign_time,"2014-11-08T07:50:00Z"
docs_11_is_executable_image,"True"
docs_11_orig_mod_len,"361472"
docs_11_is_64bit,"True"
docs_11_digsig_publisher,"Microsoft Corporation"
docs_11_group_0,"Default Group"
docs_11_file_version,"6.3.9600.16384 (winblue_rtm.130821-1623)"
docs_11_company_name,"Microsoft Corporation"
docs_11_internal_name,"ConHost"
docs_11_md5,"D5669294F78A7D48C318EF22D5685BA7"
docs_11_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_11_digsig_result_code,"0"
docs_11_timestamp,"2015-11-16T18:13:48.835Z"
docs_11_copied_mod_len,"361472"
docs_11_server_added_timestamp,"2015-11-16T18:13:48.835Z"
docs_11_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_11_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_11_original_filename,"CONHOST.EXE.MUI"
docs_11_cb_version,"510"
docs_11_os_type,"Windows"
docs_11_file_desc,"Console Window Host"
docs_11_last_seen,"2015-11-16T18:13:48.835Z"
docs_12_host_count,"1"
docs_12_digsig_result,"Signed"
docs_12_observed_filename_0,"c:\\users\\administrator\\downloads\\psinfo.exe"
docs_12_product_version,"1.77"
docs_12_digsig_issuer,"Microsoft Code Signing PCA"
docs_12_signed,"Signed"
docs_12_digsig_sign_time,"2010-04-27T22:06:00Z"
docs_12_is_executable_image,"True"
docs_12_orig_mod_len,"390520"
docs_12_is_64bit,"False"
docs_12_digsig_subject,"Microsoft Corporation"
docs_12_digsig_publisher,"Microsoft Corporation"
docs_12_group_0,"Default Group"
docs_12_file_version,"1.77"
docs_12_company_name,"Sysinternals - www.sysinternals.com"
docs_12_internal_name,"PsInfo"
docs_12_product_name,"Sysinternals PsInfo"
docs_12_digsig_result_code,"0"
docs_12_timestamp,"2015-11-16T18:13:48.834Z"
docs_12_copied_mod_len,"390520"
docs_12_server_added_timestamp,"2015-11-16T18:13:48.834Z"
docs_12_digsig_prog_name,"Sysinternals Utilities"
docs_12_md5,"53E433146F2060B01E80128652D63C36"
docs_12_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_12_legal_copyright,"Copyright (C) 2001-2009 Mark Russinovich"
docs_12_original_filename,"Psinfo.exe"
docs_12_cb_version,"510"
docs_12_os_type,"Windows"
docs_12_file_desc,"Local and remote system information viewer"
docs_12_last_seen,"2015-11-16T18:13:48.834Z"
docs_13_host_count,"1"
docs_13_digsig_result,"Signed"
docs_13_observed_filename_0,"c:\\windows\\system32\\calc.exe"
docs_13_product_version,"6.3.9600.17667"
docs_13_signed,"Signed"
docs_13_digsig_sign_time,"2015-01-28T05:40:00Z"
docs_13_is_executable_image,"True"
docs_13_orig_mod_len,"933888"
docs_13_is_64bit,"True"
docs_13_digsig_publisher,"Microsoft Corporation"
docs_13_group_0,"Default Group"
docs_13_file_version,"6.3.9600.17667 (winblue_r8.150123-1500)"
docs_13_company_name,"Microsoft Corporation"
docs_13_internal_name,"CALC"
docs_13_md5,"D82C445E3D484F31CD2638A4338E5FD9"
docs_13_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_13_digsig_result_code,"0"
docs_13_timestamp,"2015-11-16T18:13:48.76Z"
docs_13_copied_mod_len,"933888"
docs_13_server_added_timestamp,"2015-11-16T18:13:48.76Z"
docs_13_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_13_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_13_original_filename,"CALC.EXE"
docs_13_cb_version,"510"
docs_13_os_type,"Windows"
docs_13_file_desc,"Windows Calculator"
docs_13_last_seen,"2015-11-16T18:13:48.761Z"
docs_14_host_count,"1"
docs_14_digsig_result,"Signed"
docs_14_observed_filename_0,"c:\\windows\\system32\\dllhost.exe"
docs_14_product_version,"6.3.9600.17415"
docs_14_digsig_issuer,"Microsoft Windows Production PCA 2011"
docs_14_signed,"Signed"
docs_14_digsig_sign_time,"2014-11-08T07:54:00Z"
docs_14_is_executable_image,"True"
docs_14_orig_mod_len,"19264"
docs_14_is_64bit,"True"
docs_14_digsig_subject,"Microsoft Windows"
docs_14_digsig_publisher,"Microsoft Corporation"
docs_14_group_0,"Default Group"
docs_14_file_version,"6.3.9600.17415 (winblue_r4.141028-1500)"
docs_14_company_name,"Microsoft Corporation"
docs_14_internal_name,"dllhost.exe"
docs_14_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_14_digsig_result_code,"0"
docs_14_timestamp,"2015-11-16T18:13:48.722Z"
docs_14_copied_mod_len,"19264"
docs_14_server_added_timestamp,"2015-11-16T18:13:48.722Z"
docs_14_digsig_prog_name,"Microsoft Windows"
docs_14_md5,"9361355721F51E3A25DF53702D10E9DE"
docs_14_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_14_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_14_original_filename,"dllhost.exe"
docs_14_cb_version,"510"
docs_14_os_type,"Windows"
docs_14_file_desc,"COM Surrogate"
docs_14_last_seen,"2015-11-16T18:13:48.722Z"
docs_15_host_count,"1"
docs_15_digsig_result,"Signed"
docs_15_observed_filename_0,"c:\\windows\\explorer.exe"
docs_15_product_version,"6.3.9600.17031"
docs_15_digsig_issuer,"Microsoft Windows Production PCA 2011"
docs_15_signed,"Signed"
docs_15_digsig_sign_time,"2015-01-28T06:15:00Z"
docs_15_is_executable_image,"True"
docs_15_orig_mod_len,"2501368"
docs_15_is_64bit,"True"
docs_15_digsig_subject,"Microsoft Windows"
docs_15_digsig_publisher,"Microsoft Corporation"
docs_15_group_0,"Default Group"
docs_15_file_version,"6.3.9600.17031 (winblue_gdr.140221-1952)"
docs_15_company_name,"Microsoft Corporation"
docs_15_internal_name,"explorer"
docs_15_md5,"C10A66189DC8C090E7C84873EDCEBC88"
docs_15_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_15_digsig_result_code,"0"
docs_15_timestamp,"2015-11-16T18:13:48.679Z"
docs_15_copied_mod_len,"2501368"
docs_15_server_added_timestamp,"2015-11-16T18:13:48.679Z"
docs_15_digsig_prog_name,"Microsoft Windows"
docs_15_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_15_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_15_original_filename,"EXPLORER.EXE.MUI"
docs_15_cb_version,"510"
docs_15_os_type,"Windows"
docs_15_file_desc,"Windows Explorer"
docs_15_last_seen,"2015-11-16T18:13:48.68Z"
docs_16_host_count,"1"
docs_16_digsig_result,"Signed"
docs_16_observed_filename_0,"c:\\windows\\system32\\rdpinput.exe"
docs_16_product_version,"6.3.9600.17415"
docs_16_signed,"Signed"
docs_16_digsig_sign_time,"2014-11-08T07:59:00Z"
docs_16_is_executable_image,"True"
docs_16_orig_mod_len,"165888"
docs_16_is_64bit,"True"
docs_16_digsig_publisher,"Microsoft Corporation"
docs_16_group_0,"Default Group"
docs_16_file_version,"6.3.9600.17415 (winblue_r4.141028-1500)"
docs_16_company_name,"Microsoft Corporation"
docs_16_internal_name,"rdpinput.exe"
docs_16_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_16_digsig_result_code,"0"
docs_16_timestamp,"2015-11-16T18:13:48.676Z"
docs_16_copied_mod_len,"165888"
docs_16_server_added_timestamp,"2015-11-16T18:13:48.676Z"
docs_16_md5,"4D9EBA81A03CCDB6C301FA619D37A0B6"
docs_16_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_16_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_16_original_filename,"rdpinput.exe"
docs_16_cb_version,"510"
docs_16_os_type,"Windows"
docs_16_file_desc,"RDP Session Input Handler"
docs_16_last_seen,"2015-11-16T18:13:48.676Z"
docs_17_host_count,"1"
docs_17_digsig_result,"Signed"
docs_17_observed_filename_0,"c:\\windows\\system32\\rdpclip.exe"
docs_17_product_version,"6.3.9600.17415"
docs_17_signed,"Signed"
docs_17_digsig_sign_time,"2014-11-08T07:59:00Z"
docs_17_is_executable_image,"True"
docs_17_orig_mod_len,"360448"
docs_17_is_64bit,"True"
docs_17_digsig_publisher,"Microsoft Corporation"
docs_17_group_0,"Default Group"
docs_17_file_version,"6.3.9600.17415 (winblue_r4.141028-1500)"
docs_17_company_name,"Microsoft Corporation"
docs_17_internal_name,"rdpclip.exe"
docs_17_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_17_digsig_result_code,"0"
docs_17_timestamp,"2015-11-16T18:13:48.675Z"
docs_17_copied_mod_len,"360448"
docs_17_server_added_timestamp,"2015-11-16T18:13:48.675Z"
docs_17_md5,"840456C7950F0F720034A3551B9084C6"
docs_17_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_17_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_17_original_filename,"rdpclip.exe"
docs_17_cb_version,"510"
docs_17_os_type,"Windows"
docs_17_file_desc,"RDP Clipboard Monitor"
docs_17_last_seen,"2015-11-16T18:13:48.675Z"
docs_18_host_count,"1"
docs_18_digsig_result,"Signed"
docs_18_observed_filename_0,"c:\\windows\\system32\\taskhostex.exe"
docs_18_product_version,"6.3.9600.17415"
docs_18_digsig_issuer,"Microsoft Windows Production PCA 2011"
docs_18_signed,"Signed"
docs_18_digsig_sign_time,"2014-11-08T08:03:00Z"
docs_18_is_executable_image,"True"
docs_18_orig_mod_len,"84184"
docs_18_is_64bit,"True"
docs_18_digsig_subject,"Microsoft Windows"
docs_18_digsig_publisher,"Microsoft Corporation"
docs_18_group_0,"Default Group"
docs_18_file_version,"6.3.9600.17415 (winblue_r4.141028-1500)"
docs_18_company_name,"Microsoft Corporation"
docs_18_internal_name,"taskhostex.exe"
docs_18_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_18_digsig_result_code,"0"
docs_18_timestamp,"2015-11-16T18:13:48.674Z"
docs_18_copied_mod_len,"84184"
docs_18_server_added_timestamp,"2015-11-16T18:13:48.674Z"
docs_18_digsig_prog_name,"Microsoft Windows"
docs_18_md5,"7E10190F9497903EC69714D721809F8F"
docs_18_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_18_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_18_original_filename,"taskhostex.exe"
docs_18_cb_version,"510"
docs_18_os_type,"Windows"
docs_18_file_desc,"Host Process for Windows Tasks"
docs_18_last_seen,"2015-11-16T18:13:48.674Z"
docs_19_host_count,"1"
docs_19_digsig_result,"Signed"
docs_19_observed_filename_0,"c:\\windows\\system32\\msdtc.exe"
docs_19_product_version,"6.3.9600.17415"
docs_19_signed,"Signed"
docs_19_digsig_sign_time,"2014-11-08T08:02:00Z"
docs_19_is_executable_image,"True"
docs_19_orig_mod_len,"144384"
docs_19_is_64bit,"True"
docs_19_digsig_publisher,"Microsoft Corporation"
docs_19_group_0,"Default Group"
docs_19_file_version,"2001.12.10530.17415 (winblue_r4.141028-1500)"
docs_19_company_name,"Microsoft Corporation"
docs_19_internal_name,"MSDTC.EXE"
docs_19_md5,"915747E010A9414B069173284A9B93F4"
docs_19_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_19_digsig_result_code,"0"
docs_19_timestamp,"2015-11-16T18:13:48.668Z"
docs_19_copied_mod_len,"144384"
docs_19_server_added_timestamp,"2015-11-16T18:13:48.668Z"
docs_19_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_19_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_19_original_filename,"MSDTC.EXE"
docs_19_cb_version,"510"
docs_19_os_type,"Windows"
docs_19_file_desc,"Microsoft Distributed Transaction Coordinator Service"
docs_19_last_seen,"2015-11-16T18:13:48.668Z"
docs_20_host_count,"1"
docs_20_digsig_result,"Signed"
docs_20_observed_filename_0,"c:\\windows\\system32\\vds.exe"
docs_20_product_version,"6.3.9600.17415"
docs_20_signed,"Signed"
docs_20_digsig_sign_time,"2014-11-08T08:02:00Z"
docs_20_is_executable_image,"True"
docs_20_orig_mod_len,"1313792"
docs_20_is_64bit,"True"
docs_20_digsig_publisher,"Microsoft Corporation"
docs_20_group_0,"Default Group"
docs_20_file_version,"6.3.9600.17415 (winblue_r4.141028-1500)"
docs_20_company_name,"Microsoft Corporation"
docs_20_internal_name,"vds.exe"
docs_20_product_name,"Microsoft\u00ae Windows\u00ae Operating System"
docs_20_digsig_result_code,"0"
docs_20_timestamp,"2015-11-16T18:13:48.667Z"
docs_20_copied_mod_len,"1313792"
docs_20_server_added_timestamp,"2015-11-16T18:13:48.667Z"
docs_20_md5,"8A4D808D1EC7C1C47B2C8BF488A9A07A"
docs_20_endpoint_0,"WIN-OTEMNUTBS23|7"
docs_20_legal_copyright,"\u00a9 Microsoft Corporation. All rights reserved."
docs_20_original_filename,"vds.exe"
docs_20_cb_version,"510"
docs_20_os_type,"Windows"
docs_20_file_desc,"Virtual Disk Service"
docs_20_last_seen,"2015-11-16T18:13:48.667Z"
docs_21_host_count,"1"
docs_21_digsig_result,"Signed"
docs_21_observed_filename_0,"c:\\windows\\system32\\logonui.exe"
docs_21_product_version,"6.3.9600.17415"
docs_21_signed,"Signed"
